t_stat,p_value,CI_1,CI_5,CI_10,i,j,i_sybl,j_sybl,i_sect,j_sect
-6.7998834951585065,2.5486704080528802e-08,-3.8986405285801844,-3.3373572028273735,-3.0453017562619955,16,192,AES,GPN,Utilities,Information Technology
-6.787916887384634,2.7185794704788603e-08,-3.899887309145208,-3.3380520898105295,-3.0457839796685255,70,348,C,PM,Financials,Consumer Staples
-6.777814985465454,2.870655245725771e-08,-3.897850247842016,-3.3369165849187805,-3.044995958309874,143,215,EFX,HRL,Industrials,Consumer Staples
-6.765308884409224,3.07056424508031e-08,-3.897850247842016,-3.3369165849187805,-3.044995958309874,89,266,CLX,LOW,Consumer Staples,Consumer Discretionary
-6.75153469465114,3.306618568362774e-08,-3.898698617051535,-3.337389584959653,-3.0453242293061766,7,447,ACN,WEC,Information Technology,Utilities
-6.741612056546712,3.487645645980151e-08,-3.898577815173127,-3.337322241720124,-3.0452774932946096,187,234,GLW,ISRG,Information Technology,Health Care
-6.688227909544797,4.642270371963963e-08,-3.897850247842016,-3.3369165849187805,-3.044995958309874,86,143,CI,EFX,Health Care,Industrials
-6.618122571027385,6.74435475339412e-08,-3.8986299680335668,-3.337351315649319,-3.045297670576568,187,194,GLW,GRMN,Information Technology,Consumer Discretionary
-6.5850455954490315,8.037385980167373e-08,-3.897850247842016,-3.3369165849187805,-3.044995958309874,89,236,CLX,ITW,Consumer Staples,Industrials
-6.538994601254427,1.0251221797622194e-07,-3.897850247842016,-3.3369165849187805,-3.044995958309874,15,89,AEP,CLX,Utilities,Consumer Staples
-6.497163251678933,1.2774744626789033e-07,-3.898594214806654,-3.3373313841678867,-3.0452838381553535,16,149,AES,EQIX,Utilities,Real Estate
-6.4895322087028875,1.3296759001235816e-07,-3.897850247842016,-3.3369165849187805,-3.044995958309874,215,410,HRL,TJX,Consumer Staples,Consumer Discretionary
-6.489476007900343,1.3300680111993088e-07,-3.8996649967000487,-3.3379282075184182,-3.0456980141910455,70,118,C,DAL,Financials,Industrials
-6.422336483408003,1.88946486442349e-07,-3.897921199474541,-3.3369561487631434,-3.0450234172930433,222,267,IDXX,LRCX,Health Care,Information Technology
-6.3515321930933295,2.7289862545686496e-07,-3.897850247842016,-3.3369165849187805,-3.044995958309874,351,399,PNW,SWK,Utilities,Consumer Discretionary
-6.321456082035054,3.187609006266957e-07,-3.898698617051535,-3.337389584959653,-3.0453242293061766,7,459,ACN,XEL,Information Technology,Utilities
-6.309144691622739,3.396395812583506e-07,-3.897850247842016,-3.3369165849187805,-3.044995958309874,286,459,MKC,XEL,Consumer Staples,Utilities
-6.223174331490952,5.277091497089973e-07,-3.897850247842016,-3.3369165849187805,-3.044995958309874,142,399,ED,SWK,Utilities,Consumer Discretionary
-6.222334917613925,5.299736065313153e-07,-3.8979098682389997,-3.3369498303390746,-3.045019032050543,54,215,AZO,HRL,Consumer Discretionary,Consumer Staples
-6.205067023486085,5.78722104744391e-07,-3.897850247842016,-3.3369165849187805,-3.044995958309874,13,342,ADSK,PGR,Information Technology,Financials
-6.192678793666625,6.163687094062199e-07,-3.897850247842016,-3.3369165849187805,-3.044995958309874,223,387,IFF,SNA,Materials,Consumer Discretionary
-6.185193614444494,6.402647233864296e-07,-3.897850247842016,-3.3369165849187805,-3.044995958309874,387,425,SNA,UHS,Consumer Discretionary,Health Care
-6.182005677091168,6.507148424379355e-07,-3.897850247842016,-3.3369165849187805,-3.044995958309874,215,399,HRL,SWK,Consumer Staples,Consumer Discretionary
-6.166739237349272,7.031141215518306e-07,-3.898610867995296,-3.337340667912917,-3.0452902810672065,241,412,JNPR,TPR,Information Technology,Consumer Discretionary
-6.1657056750853085,7.068069809163513e-07,-3.897850247842016,-3.3369165849187805,-3.044995958309874,89,447,CLX,WEC,Consumer Staples,Utilities
-6.164544079135358,7.109799190392614e-07,-3.8994152987800637,-3.337789053220134,-3.04560144905752,406,447,TDG,WEC,Industrials,Utilities
-6.15677218655067,7.395257357242109e-07,-3.897850247842016,-3.3369165849187805,-3.044995958309874,86,399,CI,SWK,Health Care,Consumer Discretionary
-6.154414234071064,7.484056691428886e-07,-3.8986865709519747,-3.33738286976814,-3.045319569004833,16,450,AES,WLTW,Utilities,Financials
-6.117126744335327,9.034848408101113e-07,-3.897850247842016,-3.3369165849187805,-3.044995958309874,215,290,HRL,MNST,Consumer Staples,Consumer Staples
-6.1108934266843065,9.323040199221063e-07,-3.897850247842016,-3.3369165849187805,-3.044995958309874,218,409,HSY,TIF,Consumer Staples,Consumer Discretionary
-6.101997379256026,9.749941816017758e-07,-3.8997269424508136,-3.3379627273994186,-3.0457219686933144,70,116,C,CXO,Financials,Energy
-6.077111518539544,1.1048066164968524e-06,-3.89815232058328,-3.337085018949891,-3.04511285748811,6,372,ABT,RMD,Health Care,Health Care
-6.075196929142821,1.1154648308977694e-06,-3.897921199474541,-3.3369561487631434,-3.0450234172930433,124,222,DHR,IDXX,Health Care,Health Care
-6.069435831715097,1.148144746808252e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,89,399,CLX,SWK,Consumer Staples,Consumer Discretionary
-6.06384272414195,1.1807646530308644e-06,-3.8979547981864693,-3.3369748836327053,-3.0450364200268485,265,374,LNT,ROP,Utilities,Industrials
-6.050695018757415,1.2610461174753328e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,89,131,CLX,DOV,Consumer Staples,Industrials
-6.048401030431844,1.2755888016097524e-06,-3.8978551679843383,-3.3369193285064354,-3.044997862481323,99,178,COG,FLS,Energy,Industrials
-6.036194079646395,1.3557688617514328e-06,-3.898589985833011,-3.3373290266098814,-3.045282202010446,224,440,ILMN,VRSN,Health Care,Information Technology
-6.031620450918074,1.3870588767300805e-06,-3.897941095132067,-3.3369672427436066,-3.0450311169548963,44,265,APH,LNT,Information Technology,Utilities
-6.02395106548378,1.4411156983155e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,414,434,TROW,VAR,Financials,Health Care
-6.022716496127056,1.4500072554846935e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,199,223,HAS,IFF,Consumer Discretionary,Materials
-6.014510595161615,1.510481695951898e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,103,286,COST,MKC,Consumer Staples,Consumer Staples
-5.999964195349125,1.6237812768659136e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,110,248,CTAS,KLAC,Industrials,Information Technology
-5.998215880788943,1.6379440373644647e-06,-3.898589985833011,-3.3373290266098814,-3.045282202010446,107,224,CSCO,ILMN,Information Technology,Health Care
-5.996111561438363,1.6551504585187917e-06,-3.899785172720161,-3.3379951761023112,-3.045744485818573,19,426,AIG,ULTA,Financials,Consumer Discretionary
-5.98795992411992,1.7234826287588072e-06,-3.897941095132067,-3.3369672427436066,-3.0450311169548963,44,83,APH,CHD,Information Technology,Consumer Staples
-5.987903470835039,1.7239653105513927e-06,-3.899785172720161,-3.3379951761023112,-3.045744485818573,70,426,C,ULTA,Financials,Consumer Discretionary
-5.9872294780200725,1.729738208622394e-06,-3.897941095132067,-3.3369672427436066,-3.0450311169548963,44,89,APH,CLX,Information Technology,Consumer Staples
-5.97204784645395,1.8648784964655552e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,313,447,NKE,WEC,Consumer Discretionary,Utilities
-5.971164467865478,1.8730509660890544e-06,-3.898020602503622,-3.3370115759197665,-3.045061885802532,215,330,HRL,ORLY,Consumer Staples,Consumer Discretionary
-5.960160689475588,1.9778219704291728e-06,-3.8994152987800637,-3.337789053220134,-3.04560144905752,159,406,EW,TDG,Health Care,Industrials
-5.929000282499104,2.3064457846171996e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,89,343,CLX,PH,Consumer Staples,Industrials
-5.9191360447789725,2.421139212217904e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,65,266,BLL,LOW,Materials,Consumer Discretionary
-5.911170190246715,2.5177946673889665e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,8,267,ADBE,LRCX,Information Technology,Information Technology
-5.895398075425364,2.720373261177714e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,43,89,APD,CLX,Materials,Consumer Staples
-5.8952267197319586,2.7226589906514504e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,265,286,LNT,MKC,Utilities,Consumer Staples
-5.8665722106718174,3.1323604177099425e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,89,265,CLX,LNT,Consumer Staples,Utilities
-5.855789379303288,3.3015695201502194e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,409,434,TIF,VAR,Consumer Discretionary,Health Care
-5.849828902516685,3.3988848583523675e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,135,409,DUK,TIF,Utilities,Consumer Discretionary
-5.843038900707682,3.513143568328809e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,89,210,CLX,HON,Consumer Staples,Industrials
-5.82573981825072,3.821380325644611e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,86,315,CI,NOC,Health Care,Industrials
-5.82165577277444,3.897898888917537e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,86,312,CI,NI,Health Care,Utilities
-5.818089527125658,3.96593218089445e-06,-3.898577815173127,-3.337322241720124,-3.0452774932946096,107,234,CSCO,ISRG,Information Technology,Health Care
-5.79961423474798,4.33727783805023e-06,-3.8981817309425217,-3.3371014170346927,-3.045124238175758,216,356,HSIC,PSA,Health Care,Real Estate
-5.794897142585372,4.4373752416373156e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,343,434,PH,VAR,Industrials,Health Care
-5.784275904269216,4.6710432160095155e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,124,267,DHR,LRCX,Health Care,Information Technology
-5.779735504122869,4.774539492260136e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,22,286,AJG,MKC,Financials,Consumer Staples
-5.775401506503142,4.8754063686629474e-06,-3.8985542906902375,-3.3373091272272934,-3.04526839181798,159,451,EW,WM,Health Care,Industrials
-5.762680402027566,5.183566101471748e-06,-3.8979547981864693,-3.3369748836327053,-3.0450364200268485,152,374,ES,ROP,Utilities,Industrials
-5.749848332070575,5.513539974825889e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,248,342,KLAC,PGR,Information Technology,Financials
-5.749771971049803,5.515563325175219e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,135,399,DUK,SWK,Utilities,Consumer Discretionary
-5.747975653499127,5.563369064786418e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,409,414,TIF,TROW,Consumer Discretionary,Financials
-5.747676397107852,5.571372213509375e-06,-3.898020602503622,-3.3370115759197665,-3.045061885802532,330,379,ORLY,SBUX,Consumer Discretionary,Consumer Discretionary
-5.742105696254186,5.722408161397631e-06,-3.897933317374792,-3.336962905812201,-3.045028106954304,62,449,BIIB,WHR,Health Care,Consumer Discretionary
-5.738435895111457,5.82406895337575e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,31,83,AME,CHD,Industrials,Consumer Staples
-5.720640037421466,6.342428300849174e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,258,356,LEG,PSA,Consumer Discretionary,Real Estate
-5.720556830460566,6.344954029083833e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,342,392,PGR,SPGI,Financials,Financials
-5.7194886243800065,6.37746597466525e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,41,86,AOS,CI,Industrials,Health Care
-5.717376220745949,6.442235586239795e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,373,434,ROK,VAR,Industrials,Health Care
-5.711174307893997,6.6361042264318874e-06,-3.898015146616984,-3.3370085337665056,-3.045059774443549,236,278,ITW,MCHP,Industrials,Information Technology
-5.702723884439919,6.909390456139782e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,57,242,BAX,JPM,Health Care,Financials
-5.6984187098473,7.052784864934699e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,183,289,GD,MMM,Industrials,Industrials
-5.691203284602014,7.299607472738587e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,286,313,MKC,NKE,Consumer Staples,Consumer Discretionary
-5.690724708989856,7.31627129105968e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,86,210,CI,HON,Health Care,Industrials
-5.683432040727367,7.574808432613553e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,43,103,APD,COST,Materials,Consumer Staples
-5.66586668200992,8.234409767298771e-06,-3.898226624271286,-3.3371264474981435,-3.0451416098976622,38,372,ANSS,RMD,Information Technology,Health Care
-5.6643908334494775,8.292297515709498e-06,-3.898594214806654,-3.3373313841678867,-3.0452838381553535,149,382,EQIX,SHW,Real Estate,Materials
-5.648829627070225,8.92716232165952e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,141,343,ECL,PH,Materials,Industrials
-5.646464015997647,9.027707467365415e-06,-3.900033211686697,-3.338133387845284,-3.0458403938089083,70,127,C,DISCK,Financials,Consumer Discretionary
-5.6436594853192315,9.148329496189508e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,152,313,ES,NKE,Utilities,Consumer Discretionary
-5.6364193824792155,9.466985689652716e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,15,286,AEP,MKC,Utilities,Consumer Staples
-5.634579429117158,9.549664522482564e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,312,417,NI,TSN,Utilities,Consumer Staples
-5.6321463676393275,9.660069224187242e-06,-3.8994152987800637,-3.337789053220134,-3.04560144905752,406,440,TDG,VRSN,Industrials,Information Technology
-5.626113361910462,9.939186945742233e-06,-3.897850247842016,-3.3369165849187805,-3.044995958309874,318,447,NSC,WEC,Industrials,Utilities
-5.622039842572177,1.0132048493343214e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,191,425,GPC,UHS,Consumer Discretionary,Health Care
-5.618306617990833,1.0311977133131347e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,80,238,CERN,JBHT,Health Care,Industrials
-5.616759360024024,1.0387452982438388e-05,-3.8986449589286223,-3.3373596726030224,-3.045303470278411,24,36,ALGN,AMZN,Health Care,Consumer Discretionary
-5.6152496270068495,1.0461613710941147e-05,-3.8986893394023285,-3.33738441306477,-3.0453206400435717,172,332,FIS,PAYX,Information Technology,Information Technology
-5.6125695394971595,1.0594528774661954e-05,-3.8979098682389997,-3.3369498303390746,-3.045019032050543,352,367,PPG,REGN,Materials,Health Care
-5.611250734542111,1.06605316667411e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,80,191,CERN,GPC,Health Care,Consumer Discretionary
-5.61057717191578,1.0694395176459359e-05,-3.897941095132067,-3.3369672427436066,-3.0450311169548963,44,215,APH,HRL,Information Technology,Consumer Staples
-5.60644586908247,1.0904386582432557e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,141,409,ECL,TIF,Materials,Consumer Discretionary
-5.605076475701763,1.0974868523601609e-05,-3.898698617051535,-3.337389584959653,-3.0453242293061766,7,152,ACN,ES,Information Technology,Utilities
-5.597902893994223,1.1351353947162532e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,89,313,CLX,NKE,Consumer Staples,Consumer Discretionary
-5.597644437308828,1.1365148981329725e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,87,89,CINF,CLX,Financials,Consumer Staples
-5.595017886329625,1.1506263555813498e-05,-3.8994152987800637,-3.337789053220134,-3.04560144905752,406,459,TDG,XEL,Industrials,Utilities
-5.592797177606265,1.1626895232843935e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,89,373,CLX,ROK,Consumer Staples,Industrials
-5.5905689448421425,1.1749165217479494e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,72,449,CAG,WHR,Consumer Staples,Consumer Discretionary
-5.590384948917106,1.1759317063989876e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,258,425,LEG,UHS,Consumer Discretionary,Health Care
-5.580139633323162,1.2338187078701688e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,65,156,BLL,ETN,Materials,Industrials
-5.576985373729792,1.252188947769158e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,125,215,DIS,HRL,Consumer Discretionary,Consumer Staples
-5.572598779785644,1.2781766292326815e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,103,266,COST,LOW,Consumer Staples,Consumer Discretionary
-5.570281649118529,1.2921138869024685e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,83,265,CHD,LNT,Consumer Staples,Utilities
-5.563485124241128,1.333847248229418e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,3,65,AAPL,BLL,Information Technology,Materials
-5.559543276891084,1.3586458823941804e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,15,40,AEP,AON,Utilities,Financials
-5.551894064133104,1.4080460412401786e-05,-3.898594214806654,-3.3373313841678867,-3.0452838381553535,89,149,CLX,EQIX,Consumer Staples,Real Estate
-5.551577375840599,1.4101282731545867e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,258,415,LEG,TRV,Consumer Discretionary,Financials
-5.547824054382156,1.4350342794267743e-05,-3.898594214806654,-3.3373313841678867,-3.0452838381553535,149,301,EQIX,MTD,Real Estate,Health Care
-5.541094247680409,1.4807602403754378e-05,-3.897941095132067,-3.3369672427436066,-3.0450311169548963,44,447,APH,WEC,Information Technology,Utilities
-5.5372582098640954,1.5074512250399437e-05,-3.8991249861283186,-3.337627249261285,-3.0454891637285715,163,330,EXR,ORLY,Real Estate,Consumer Discretionary
-5.536571687093583,1.5122768245077514e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,382,447,SHW,WEC,Materials,Utilities
-5.535005510221671,1.523341497810757e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,86,263,CI,LMT,Health Care,Industrials
-5.5282557280079905,1.5719288375081525e-05,-3.898687031887025,-3.337383126720481,-3.045319747328257,16,281,AES,MDLZ,Utilities,Consumer Staples
-5.517301750209382,1.653982640881496e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,86,290,CI,MNST,Health Care,Consumer Staples
-5.516195008763089,1.6624994980643465e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,135,249,DUK,KMB,Utilities,Consumer Staples
-5.5144048273085415,1.676365486418215e-05,-3.898516606674342,-3.337288118811728,-3.0452538119091113,373,430,ROK,UPS,Industrials,Industrials
-5.5113734754425145,1.700100195991057e-05,-3.897921199474541,-3.3369561487631434,-3.0450234172930433,3,222,AAPL,IDXX,Information Technology,Health Care
-5.509480798185956,1.715083635827767e-05,-3.898589985833011,-3.3373290266098814,-3.045282202010446,224,227,ILMN,INTC,Health Care,Information Technology
-5.5087059478248595,1.7212544923353555e-05,-3.8986893394023285,-3.33738441306477,-3.0453206400435717,172,173,FIS,FISV,Information Technology,Information Technology
-5.507759929664836,1.7288175965197943e-05,-3.8996927740844773,-3.3379436868335546,-3.0457087558224516,70,407,C,TEL,Financials,Information Technology
-5.5041507450821765,1.7579677534554562e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,31,152,AME,ES,Industrials,Utilities
-5.503617035796399,1.762318430321997e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,65,382,BLL,SHW,Materials,Materials
-5.502393612691565,1.772330773245718e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,349,351,PNC,PNW,Financials,Utilities
-5.5002717054826045,1.78982661108181e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,240,349,JNJ,PNC,Health Care,Financials
-5.497042975585419,1.816768962023872e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,31,447,AME,WEC,Industrials,Utilities
-5.496453670833882,1.8217285374298315e-05,-3.898188404303276,-3.3371051378201186,-3.045126820491378,113,277,CTXS,MCD,Information Technology,Consumer Discretionary
-5.495238454491263,1.8319970811688643e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,117,409,D,TIF,Utilities,Consumer Discretionary
-5.493396787455333,1.8476657257570957e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,83,343,CHD,PH,Consumer Staples,Industrials
-5.489398641649199,1.8821280164278954e-05,-3.8979256198012067,-3.3369586135800056,-3.0450251279747196,441,459,VRTX,XEL,Health Care,Utilities
-5.480460363369839,1.9614312146378456e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,211,243,HP,JWN,Energy,Consumer Discretionary
-5.4776259539115655,1.9872457312902636e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,338,343,PEP,PH,Consumer Staples,Industrials
-5.469387632534704,2.0641519954156046e-05,-3.898627780665196,-3.337350096256365,-3.0452968243207343,16,177,AES,FLR,Utilities,Industrials
-5.4675180877978775,2.0820002537207512e-05,-3.898113594160904,-3.3370634263260595,-3.045097871614092,191,384,GPC,SJM,Consumer Discretionary,Consumer Staples
-5.465659284796878,2.0998935663838863e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,214,448,HRB,WFC,Financials,Financials
-5.462917453542687,2.126558276937684e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,219,382,HUM,SHW,Health Care,Materials
-5.460432532476837,2.1510064992814047e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,210,215,HON,HRL,Industrials,Consumer Staples
-5.4585653381341706,2.169555359265577e-05,-3.9020622883243252,-3.3392635710819745,-3.046624574144973,372,469,RMD,ZTS,Health Care,Health Care
-5.453042888719516,2.2253234602891355e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,83,141,CHD,ECL,Consumer Staples,Materials
-5.442752801172151,2.3329481751403577e-05,-3.8998894807164266,-3.338053299857698,-3.045784819346823,406,433,TDG,V,Industrials,Information Technology
-5.44142177207711,2.3472309169650135e-05,-3.8985380890499317,-3.33730009502917,-3.04526212344888,0,345,A,PKG,Health Care,Materials
-5.440873302414006,2.353140828588429e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,409,453,TIF,WMT,Consumer Discretionary,Consumer Staples
-5.437069842919284,2.3945207640845444e-05,-3.899887309145208,-3.3380520898105295,-3.0457839796685255,284,348,MGM,PM,Consumer Discretionary,Consumer Staples
-5.43205051439062,2.450204057472036e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,198,335,HAL,PCG,Energy,Utilities
-5.424293292800882,2.5387243509726952e-05,-3.8994152987800637,-3.337789053220134,-3.04560144905752,286,406,MKC,TDG,Consumer Staples,Industrials
-5.421179939101847,2.5751121156324026e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,65,313,BLL,NKE,Materials,Consumer Discretionary
-5.41321970867669,2.670449076236448e-05,-3.897941095132067,-3.3369672427436066,-3.0450311169548963,44,277,APH,MCD,Information Technology,Consumer Discretionary
-5.408439703677712,2.729322794423526e-05,-3.8979098682389997,-3.3369498303390746,-3.045019032050543,54,83,AZO,CHD,Consumer Discretionary,Consumer Staples
-5.406123167641131,2.7583028678997064e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,33,332,AMGN,PAYX,Health Care,Information Technology
-5.406090078986254,2.758718950251528e-05,-3.8986449589286223,-3.3373596726030224,-3.045303470278411,24,342,ALGN,PGR,Health Care,Financials
-5.404762637488902,2.775461202725091e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,143,351,EFX,PNW,Industrials,Utilities
-5.399982270065448,2.8365681532919595e-05,-3.898516606674342,-3.337288118811728,-3.0452538119091113,140,430,EBAY,UPS,Information Technology,Industrials
-5.399363981666024,2.844565717780559e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,65,83,BLL,CHD,Materials,Consumer Staples
-5.39727763820817,2.8717132433546795e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,86,134,CI,DTE,Health Care,Utilities
-5.396106180724515,2.8870655110390638e-05,-3.8981817309425217,-3.3371014170346927,-3.045124238175758,216,384,HSIC,SJM,Health Care,Consumer Staples
-5.395189631532376,2.899132241218161e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,143,399,EFX,SWK,Industrials,Consumer Discretionary
-5.394292583609195,2.9109892697902252e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,83,373,CHD,ROK,Consumer Staples,Industrials
-5.3930797911837995,2.9270940556950252e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,83,286,CHD,MKC,Consumer Staples,Consumer Staples
-5.391716947356475,2.9452938093845533e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,252,409,KO,TIF,Consumer Staples,Consumer Discretionary
-5.387030762270113,3.008709836582195e-05,-3.898800353430501,-3.337446297549863,-3.045363587298757,24,310,ALGN,NFLX,Health Care,Information Technology
-5.386951840222408,3.009789033320068e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,277,318,MCD,NSC,Consumer Discretionary,Industrials
-5.3866931226098,3.013329407743308e-05,-3.897850247842016,-3.3369165849187805,-3.044995958309874,429,447,UNP,WEC,Industrials,Utilities
