,day_index,date,open_close,L/S,profit,trend_predicted,combo_price
0,-1,-,-,-,0.0,-,0.0
1,1260,2019-09-27 00:00:00,O,S,0.0,DOWN,3.35084553595064
2,1263,2019-10-02 00:00:00,C,S,3.0836413287104136,UP,0.2672042072402263
3,1263,2019-10-02 00:00:00,O,L,0.0,UP,0.2672042072402263
4,1267,2019-10-08 00:00:00,C,L,1.712954830496436,DOWN,1.9801590377366622
5,1267,2019-10-08 00:00:00,O,S,0.0,DOWN,1.9801590377366622
6,1270,2019-10-11 00:00:00,C,S,0.048885209255267625,UP,1.9312738284813946
7,1270,2019-10-11 00:00:00,O,L,0.0,UP,1.9312738284813946
8,1275,2019-10-18 00:00:00,C,L,2.412115503117988,DOWN,4.343389331599383
9,1275,2019-10-18 00:00:00,O,S,0.0,DOWN,4.343389331599383
10,1284,2019-10-31 00:00:00,C,S,1.5914007651435185,UP,2.7519885664558643
11,1284,2019-10-31 00:00:00,O,L,0.0,UP,2.7519885664558643
12,1285,2019-11-01 00:00:00,C,L,1.1408154583989614,DOWN,3.8928040248548257
13,1285,2019-11-01 00:00:00,O,S,0.0,DOWN,3.8928040248548257
14,1291,2019-11-11 00:00:00,C,S,0.6554555618210287,UP,3.237348463033797
15,1291,2019-11-11 00:00:00,O,L,0.0,UP,3.237348463033797
16,1293,2019-11-13 00:00:00,C,L,0.4108829609310334,DOWN,3.6482314239648304
17,1293,2019-11-13 00:00:00,O,S,0.0,DOWN,3.6482314239648304
18,1297,2019-11-19 00:00:00,C,S,0.7221259631536583,UP,2.926105460811172
19,1297,2019-11-19 00:00:00,O,L,0.0,UP,2.926105460811172
20,1302,2019-11-26 00:00:00,C,L,2.452000593976962,DOWN,5.378106054788134
21,1302,2019-11-26 00:00:00,O,S,0.0,DOWN,5.378106054788134
22,1306,2019-12-03 00:00:00,C,S,3.4439158113494557,UP,1.9341902434386782
23,1306,2019-12-03 00:00:00,O,L,0.0,UP,1.9341902434386782
24,1310,2019-12-09 00:00:00,C,L,2.881375003487932,DOWN,4.81556524692661
25,1310,2019-12-09 00:00:00,O,S,0.0,DOWN,4.81556524692661
26,1312,2019-12-11 00:00:00,C,S,1.0165726629572163,UP,3.798992583969394
27,1312,2019-12-11 00:00:00,O,L,0.0,UP,3.798992583969394
