,day_index,low_pos,high_pos,p_l,coef,Trade_type,L/S
0,112,13.4675874710083,-62.223106384277344,-39.9051781203071,1.657158589986075,O,S
1,120,-12.703557014465332,64.08299255371094,43.03118392381185,1.657158589986075,O,L
2,142,9.103004455566406,-60.36320495605469,-45.278082927831306,1.657158589986075,O,S
3,169,-10.34432601928711,60.88063430786133,43.73844558738323,1.657158589986075,O,L
4,172,10.729063034057617,-60.26850128173828,-42.48874231234764,1.657158589986075,O,S
5,175,-10.790762901306152,67.2432632446289,49.361257810226356,1.657158589986075,O,L
6,209,13.373213768005371,-68.76433563232422,-46.60279956095407,1.657158589986075,O,S
7,213,-13.095549583435059,73.36279296875,51.66139048597203,1.657158589986075,O,L
8,216,14.0120210647583,-70.78668212890625,-47.5665410583762,1.657158589986075,O,S
9,225,-14.02835464477539,72.28009033203125,49.032881929070655,1.657158589986075,O,L
10,229,14.841382026672363,-70.09602355957031,-45.50149984680526,1.657158589986075,O,S
11,236,-15.320488929748535,70.9920425415039,45.60356270878455,1.657158589986075,O,L
12,247,17.358503341674805,-74.09082794189453,-45.32503501993614,1.657158589986075,O,S
13,257,-17.830347061157227,75.15486907958984,45.60715628476018,1.657158589986075,O,L
14,264,20.545278549194336,-76.16291809082031,-42.11613325936627,1.657158589986075,O,S
15,286,-23.4453182220459,75.7636947631836,36.91108427656318,1.657158589986075,O,L
16,293,23.90809440612793,-76.49595642089844,-36.87645240558551,1.657158589986075,O,S
17,306,-27.377973556518555,75.98902893066406,30.61938487506773,1.657158589986075,O,L
18,310,29.506736755371094,-76.64617156982422,-27.748829293203165,1.657158589986075,O,S
19,316,-27.36164665222168,74.46808624267578,29.125498456782893,1.657158589986075,O,L
20,325,23.412656784057617,-73.4166259765625,-34.618140672465664,1.657158589986075,O,S
21,328,-22.935359954833984,74.61830139160156,36.610772628025785,1.657158589986075,O,L
22,340,22.439922332763672,-74.56827545166016,-37.38176539930048,1.657158589986075,O,S
23,357,-23.004322052001953,77.9886245727539,39.866814677472775,1.657158589986075,O,L
24,362,25.116748809814453,-80.67202758789062,-39.04959154518408,1.657158589986075,O,S
25,377,-26.31269645690918,84.69711303710938,41.092802077846166,1.657158589986075,O,L
26,384,27.764524459838867,-86.53015899658203,-40.519938791081564,1.657158589986075,O,S
27,398,-26.4161376953125,85.3585205078125,41.58279101177043,1.657158589986075,O,L
28,401,26.83172607421875,-83.72432708740234,-39.259901739357396,1.657158589986075,O,S
29,417,-26.820837020874023,80.98802185058594,36.54164139082802,1.657158589986075,O,L
30,421,28.383373260498047,-77.94763946533203,-30.91188865391662,1.657158589986075,O,S
31,432,-25.97333335876465,75.97138977050781,32.929457284459104,1.657158589986075,O,L
32,437,24.53057289123535,-73.97612762451172,-33.32507804052151,1.657158589986075,O,S
33,448,-25.05685806274414,75.97138977050781,34.44820219376952,1.657158589986075,O,L
34,459,24.58319854736328,-76.7314682006836,-35.99320955858733,1.657158589986075,O,S
35,474,-29.270809173583984,78.90086364746094,30.39449078961303,1.657158589986075,O,L
36,479,29.7535457611084,-76.1669692993164,-26.860625358751854,1.657158589986075,O,S
37,484,-30.89686393737793,79.81856536865234,28.61756189119552,1.657158589986075,O,L
38,490,31.72076988220215,-76.39636993408203,-23.830023642819164,1.657158589986075,O,S
39,494,-30.023950576782227,77.2375717163086,27.483124112676556,1.657158589986075,O,L
40,498,31.30519676208496,-74.88604736328125,-23.008371637787896,1.657158589986075,O,S
41,503,-30.488536834716797,73.64335632324219,23.119015611484393,1.657158589986075,O,L
42,512,31.726219177246094,-75.95667266845703,-23.38129603110272,1.657158589986075,O,S
43,524,-34.96200942993164,74.36986541748047,16.432271167495095,1.657158589986075,O,L
44,530,32.64813232421875,-70.08396911621094,-15.980836188129793,1.657158589986075,O,S
45,531,-30.9948673248291,69.98776245117188,18.624351818352615,1.657158589986075,O,L
46,536,31.417709350585938,-72.06604766845703,-20.001920740447716,1.657158589986075,O,S
47,539,-26.944244384765625,70.3533706665039,25.702484633605486,1.657158589986075,O,L
48,545,26.3762149810791,-67.9864501953125,-24.27687896809787,1.657158589986075,O,S
49,547,-25.750110626220703,69.23729705810547,26.565280040772123,1.657158589986075,O,L
50,550,24.58138084411621,-69.46824645996094,-28.733000040414602,1.657158589986075,O,S
51,551,-24.726566314697266,67.67857360839844,26.702731839137535,1.657158589986075,O,L
52,552,22.62140655517578,-67.06277465820312,-29.575516467726274,1.657158589986075,O,S
53,554,-23.663097381591797,63.117950439453125,23.90444534787128,1.657158589986075,O,L
54,555,23.19305992126465,-62.57912063598633,-24.144542159400856,1.657158589986075,O,S
55,560,-24.02060890197754,64.73434448242188,24.928386103813814,1.657158589986075,O,L
56,570,24.124053955078125,-62.50212478637695,-22.52474154943169,1.657158589986075,O,S
57,575,-22.30926513671875,65.04222869873047,28.07223834114012,1.657158589986075,O,L
58,579,23.83368682861328,-62.50212478637695,-23.005925927302478,1.657158589986075,O,S
59,581,-24.091384887695312,63.945396423339844,24.022151012034847,1.657158589986075,O,L
60,588,23.546947479248047,-65.12191772460938,-26.10089144142252,1.657158589986075,O,S
61,600,-26.89887046813965,66.09124755859375,21.515553301393375,1.657158589986075,O,L
62,603,28.432373046875,-68.14632415771484,-21.029372929397383,1.657158589986075,O,S
63,606,-27.488683700561523,67.21571350097656,21.662605179180822,1.657158589986075,O,L
