,day_index,trend_predict
535,3235,-
536,3236,-
537,3237,-
538,3238,-
539,3239,-
540,3240,-
541,3241,-
542,3242,-
543,3243,-
544,3244,-
545,3245,-
546,3246,-
547,3247,-
548,3248,-
549,3249,-
550,3250,-
551,3251,-
552,3252,-
553,3253,-
554,3254,-
555,3255,-
556,3256,-
557,3257,-
558,3258,-
559,3259,-
560,3260,-
561,3261,-
562,3262,-
563,3263,-
564,3264,-
565,3265,-
566,3266,-
567,3267,-
568,3268,-
569,3269,-
570,3270,-
571,3271,-
572,3272,-
573,3273,-
574,3274,-
575,3275,-
576,3276,-
577,3277,-
578,3278,-
579,3279,-
580,3280,-
581,3281,-
582,3282,-
583,3283,-
584,3284,-
585,3285,-
586,3286,-
587,3287,-
588,3288,-
589,3289,-
590,3290,-
591,3291,-
592,3292,-
593,3293,-
594,3294,-
595,3295,-
596,3296,-
597,3297,-
598,3298,-
599,3299,-
600,3300,-
601,3301,-
602,3302,-
603,3303,-
604,3304,-
605,3305,-
606,3306,-
607,3307,-
608,3308,-
609,3309,-
610,3310,-
611,3311,-
612,3312,-
613,3313,-
614,3314,-
615,3315,-
616,3316,-
617,3317,-
618,3318,-
619,3319,-
620,3320,-
621,3321,-
622,3322,-
623,3323,-
624,3324,-
625,3325,-
626,3326,-
627,3327,-
628,3328,-
629,3329,-
630,3330,-
631,3331,-
632,3332,-
633,3333,-
634,3334,-
635,3335,-
636,3336,-
637,3337,-
638,3338,-
639,3339,-
640,3340,-
641,3341,-
642,3342,-
643,3343,-
644,3344,-
645,3345,-
646,3346,-
647,3347,-
648,3348,-
649,3349,-
650,3350,-
651,3351,-
652,3352,-
653,3353,-
654,3354,-
655,3355,-
656,3356,-
657,3357,-
658,3358,-
659,3359,-
660,3360,-
661,3361,-
662,3362,-
663,3363,-
664,3364,-
665,3365,-
666,3366,-
667,3367,-
668,3368,-
669,3369,-
670,3370,-
671,3371,-
672,3372,-
673,3373,-
674,3374,-
675,3375,-
676,3376,-
677,3377,-
678,3378,-
679,3379,-
680,3380,-
681,3381,-
682,3382,-
683,3383,-
684,3384,-
685,3385,-
686,3386,-
687,3387,-
688,3388,-
689,3389,-
690,3390,-
691,3391,-
692,3392,UP
693,3393,UP
694,3394,UP
695,3395,-
696,3396,-
697,3397,-
698,3398,UP
699,3399,UP
700,3400,UP
701,3401,UP
702,3402,-
703,3403,UP
704,3404,UP
705,3405,UP
706,3406,-
707,3407,-
708,3408,-
709,3409,-
710,3410,-
711,3411,-
712,3412,-
713,3413,-
714,3414,-
715,3415,-
716,3416,-
717,3417,-
718,3418,-
719,3419,-
720,3420,-
721,3421,-
722,3422,-
723,3423,-
724,3424,-
725,3425,-
726,3426,-
727,3427,-
728,3428,-
729,3429,-
730,3430,-
731,3431,-
732,3432,-
733,3433,-
734,3434,-
735,3435,-
736,3436,-
737,3437,-
738,3438,-
739,3439,-
740,3440,-
741,3441,-
742,3442,-
743,3443,-
744,3444,-
745,3445,-
746,3446,-
747,3447,UP
748,3448,-
749,3449,-
750,3450,-
751,3451,-
752,3452,-
753,3453,UP
754,3454,UP
755,3455,UP
756,3456,UP
757,3457,-
758,3458,UP
759,3459,UP
760,3460,-
761,3461,-
762,3462,UP
763,3463,-
764,3464,-
765,3465,UP
766,3466,UP
767,3467,-
768,3468,-
769,3469,UP
770,3470,-
771,3471,UP
772,3472,UP
773,3473,-
774,3474,-
775,3475,UP
776,3476,UP
777,3477,-
778,3478,UP
779,3479,UP
780,3480,UP
781,3481,UP
782,3482,DOWN
783,3483,-
784,3484,-
785,3485,-
786,3486,-
787,3487,-
788,3488,UP
789,3489,UP
790,3490,-
791,3491,-
792,3492,-
793,3493,UP
794,3494,UP
795,3495,UP
796,3496,UP
797,3497,UP
798,3498,UP
799,3499,-
800,3500,-
801,3501,UP
802,3502,UP
803,3503,-
804,3504,UP
805,3505,UP
806,3506,-
807,3507,-
808,3508,-
809,3509,UP
810,3510,-
811,3511,-
812,3512,UP
813,3513,UP
814,3514,UP
815,3515,UP
816,3516,-
817,3517,-
818,3518,-
819,3519,-
820,3520,-
821,3521,-
822,3522,-
823,3523,-
824,3524,-
825,3525,-
826,3526,-
827,3527,-
828,3528,-
829,3529,-
830,3530,-
831,3531,-
832,3532,-
833,3533,-
834,3534,-
835,3535,-
836,3536,-
837,3537,-
838,3538,-
839,3539,-
840,3540,-
841,3541,-
842,3542,-
843,3543,-
844,3544,-
845,3545,-
846,3546,-
847,3547,-
848,3548,-
849,3549,-
850,3550,-
851,3551,-
852,3552,-
853,3553,-
854,3554,-
855,3555,-
856,3556,-
857,3557,-
858,3558,-
859,3559,-
860,3560,-
861,3561,-
862,3562,-
863,3563,-
864,3564,-
865,3565,-
866,3566,-
867,3567,-
868,3568,-
869,3569,-
870,3570,-
871,3571,-
