,day_index,date,open_close,L/S,profit,trend_predicted,combo_price
66,1313,2019-12-12 00:00:00,C,S,-0.5161820771309351,UP,5.331747324057545
67,1313,2019-12-12 00:00:00,O,L,0.0,UP,5.331747324057545
68,1314,2019-12-13 00:00:00,C,L,-0.7009632670626189,DOWN,4.630784056994926
69,1314,2019-12-13 00:00:00,O,S,0.0,DOWN,4.630784056994926
70,1321,2019-12-24 00:00:00,C,S,-0.009460209978726652,UP,4.640244266973653
71,1321,2019-12-24 00:00:00,O,L,0.0,UP,4.640244266973653
72,1322,2019-12-26 00:00:00,C,L,-0.884300393467683,DOWN,3.75594387350597
73,1322,2019-12-26 00:00:00,O,S,0.0,DOWN,3.75594387350597
74,1326,2020-01-02 00:00:00,C,S,1.8175362804121136,UP,1.9384075930938565
75,1326,2020-01-02 00:00:00,O,L,0.0,UP,1.9384075930938565
76,1329,2020-01-07 00:00:00,C,L,1.890648515691666,DOWN,3.8290561087855224
77,1329,2020-01-07 00:00:00,O,S,0.0,DOWN,3.8290561087855224
78,1332,2020-01-10 00:00:00,C,S,0.16379922556234305,UP,3.6652568832231793
79,1332,2020-01-10 00:00:00,O,L,0.0,UP,3.6652568832231793
80,1339,2020-01-22 00:00:00,C,L,-0.7961673186288891,DOWN,2.86908956459429
81,1339,2020-01-22 00:00:00,O,S,0.0,DOWN,2.86908956459429
82,1346,2020-01-31 00:00:00,C,S,-1.514664222670902,UP,4.383753787265192
83,1346,2020-01-31 00:00:00,O,L,0.0,UP,4.383753787265192
84,1352,2020-02-10 00:00:00,C,L,0.4363730586958354,DOWN,4.820126845961028
85,1352,2020-02-10 00:00:00,O,S,0.0,DOWN,4.820126845961028
86,1354,2020-02-12 00:00:00,C,S,1.0631905179355101,UP,3.7569363280255175
87,1354,2020-02-12 00:00:00,O,L,0.0,UP,3.7569363280255175
88,1358,2020-02-19 00:00:00,C,L,0.8347773301309189,DOWN,4.591713658156436
89,1358,2020-02-19 00:00:00,O,S,0.0,DOWN,4.591713658156436
90,1362,2020-02-25 00:00:00,C,S,2.5770195857819687,UP,2.0146940723744677
91,1362,2020-02-25 00:00:00,O,L,0.0,UP,2.0146940723744677
92,1371,2020-03-09 00:00:00,C,L,-11.684442608418863,DOWN,-9.669748536044395
93,1371,2020-03-09 00:00:00,O,S,0.0,DOWN,-9.669748536044395
94,1377,2020-03-17 00:00:00,C,S,1.5281769990351393,UP,-11.197925535079534
95,1377,2020-03-17 00:00:00,O,L,0.0,UP,-11.197925535079534
96,1378,2020-03-18 00:00:00,C,L,-3.873045122507989,DOWN,-15.070970657587523
97,1378,2020-03-18 00:00:00,O,S,0.0,DOWN,-15.070970657587523
98,1383,2020-03-25 00:00:00,C,S,-3.2280324631122426,UP,-11.84293819447528
99,1383,2020-03-25 00:00:00,O,L,0.0,UP,-11.84293819447528
100,1385,2020-03-27 00:00:00,C,L,1.8759815066056689,DOWN,-9.966956687869612
101,1385,2020-03-27 00:00:00,O,S,0.0,DOWN,-9.966956687869612
102,1386,2020-03-30 00:00:00,C,S,3.7066760127558354,UP,-13.673632700625447
103,1386,2020-03-30 00:00:00,O,L,0.0,UP,-13.673632700625447
104,1389,2020-04-02 00:00:00,C,L,-6.0062284256585485,DOWN,-19.679861126283996
105,1389,2020-04-02 00:00:00,O,S,0.0,DOWN,-19.679861126283996
106,1398,2020-04-16 00:00:00,C,S,-3.0423513813675527,UP,-16.637509744916443
107,1398,2020-04-16 00:00:00,O,L,0.0,UP,-16.637509744916443
108,1400,2020-04-20 00:00:00,C,L,4.954544564858679,DOWN,-11.682965180057764
109,1400,2020-04-20 00:00:00,O,S,0.0,DOWN,-11.682965180057764
110,1404,2020-04-24 00:00:00,C,S,-5.019223225648773,UP,-6.663741954408991
111,1404,2020-04-24 00:00:00,O,L,0.0,UP,-6.663741954408991
112,1405,2020-04-27 00:00:00,C,L,2.912874561294501,DOWN,-3.75086739311449
113,1405,2020-04-27 00:00:00,O,S,0.0,DOWN,-3.75086739311449
114,1410,2020-05-04 00:00:00,C,S,-4.559898176808289,UP,0.8090307836937995
115,1410,2020-05-04 00:00:00,O,L,0.0,UP,0.8090307836937995
116,1413,2020-05-07 00:00:00,C,L,-0.1625217839031734,DOWN,0.6465089997906261
117,1413,2020-05-07 00:00:00,O,S,0.0,DOWN,0.6465089997906261
118,1414,2020-05-08 00:00:00,C,S,-0.5649959382936061,UP,1.2115049380842322
119,1414,2020-05-08 00:00:00,O,L,0.0,UP,1.2115049380842322
120,1420,2020-05-18 00:00:00,C,L,3.072337901383449,DOWN,4.283842839467681
121,1420,2020-05-18 00:00:00,O,S,0.0,DOWN,4.283842839467681
122,1422,2020-05-20 00:00:00,C,S,6.127530443229659,UP,-1.8436876037619783
123,1422,2020-05-20 00:00:00,O,L,0.0,UP,-1.8436876037619783
124,1425,2020-05-26 00:00:00,C,L,3.6837549716164375,DOWN,1.8400673678544592
125,1425,2020-05-26 00:00:00,O,S,0.0,DOWN,1.8400673678544592
126,1428,2020-05-29 00:00:00,C,S,3.519259848691945,UP,-1.6791924808374858
127,1428,2020-05-29 00:00:00,O,L,0.0,UP,-1.6791924808374858
128,1432,2020-06-04 00:00:00,C,L,-2.240537550730892,DOWN,-3.9197300315683776
129,1432,2020-06-04 00:00:00,O,S,0.0,DOWN,-3.9197300315683776
130,1440,2020-06-16 00:00:00,C,S,-2.326343959722479,UP,-1.5933860718458988
131,1440,2020-06-16 00:00:00,O,L,0.0,UP,-1.5933860718458988
132,1441,2020-06-17 00:00:00,C,L,-0.8485095098242965,DOWN,-2.4418955816701953
133,1441,2020-06-17 00:00:00,O,S,0.0,DOWN,-2.4418955816701953
134,1447,2020-06-25 00:00:00,C,S,-2.2570221622806343,UP,-0.18487341938956092
135,1447,2020-06-25 00:00:00,O,L,0.0,UP,-0.18487341938956092
136,1449,2020-06-29 00:00:00,C,L,4.326142994983641,DOWN,4.14126957559408
137,1449,2020-06-29 00:00:00,O,S,0.0,DOWN,4.14126957559408
138,1452,2020-07-02 00:00:00,C,S,2.1476680787892235,UP,1.9936014968048568
139,1452,2020-07-02 00:00:00,O,L,0.0,UP,1.9936014968048568
140,1456,2020-07-09 00:00:00,C,L,-16.926243777329177,DOWN,-14.93264228052432
141,1456,2020-07-09 00:00:00,O,S,0.0,DOWN,-14.93264228052432
142,1457,2020-07-10 00:00:00,C,S,-0.1669554699511906,UP,-14.76568681057313
143,1457,2020-07-10 00:00:00,O,L,0.0,UP,-14.76568681057313
144,1459,2020-07-14 00:00:00,C,L,6.705372592956266,DOWN,-8.060314217616863
145,1459,2020-07-14 00:00:00,O,S,0.0,DOWN,-8.060314217616863
146,1470,2020-07-29 00:00:00,C,S,-9.68115610384335,UP,1.6208418862264864
147,1470,2020-07-29 00:00:00,O,L,0.0,UP,1.6208418862264864
148,1471,2020-07-30 00:00:00,C,L,1.809835437960004,DOWN,3.4306773241864903
149,1471,2020-07-30 00:00:00,O,S,0.0,DOWN,3.4306773241864903
150,1475,2020-08-05 00:00:00,C,S,2.7563873214297274,UP,0.6742900027567629
151,1475,2020-08-05 00:00:00,O,L,0.0,UP,0.6742900027567629
152,1477,2020-08-07 00:00:00,C,L,5.8549624750232425,DOWN,6.529252477780005
153,1477,2020-08-07 00:00:00,O,S,0.0,DOWN,6.529252477780005
154,1484,2020-08-18 00:00:00,C,S,-4.881619780469947,UP,11.410872258249952
155,1484,2020-08-18 00:00:00,O,L,0.0,UP,11.410872258249952
156,1485,2020-08-19 00:00:00,C,L,0.9041709744391824,DOWN,12.315043232689135
157,1485,2020-08-19 00:00:00,O,S,0.0,DOWN,12.315043232689135
158,1486,2020-08-20 00:00:00,C,S,-0.7373922276275948,UP,13.05243546031673
159,1486,2020-08-20 00:00:00,O,L,0.0,UP,13.05243546031673
160,1489,2020-08-25 00:00:00,C,L,-9.72115931204857,DOWN,3.3312761482681594
161,1489,2020-08-25 00:00:00,O,S,0.0,DOWN,3.3312761482681594
162,1492,2020-08-28 00:00:00,C,S,2.5432836870869124,UP,0.787992461181247
163,1492,2020-08-28 00:00:00,O,L,0.0,UP,0.787992461181247
164,1498,2020-09-08 00:00:00,C,L,1.2763980255503924,DOWN,2.0643904867316394
165,1498,2020-09-08 00:00:00,O,S,0.0,DOWN,2.0643904867316394
166,1502,2020-09-14 00:00:00,C,S,-1.4293671293316237,UP,3.493757616063263
167,1502,2020-09-14 00:00:00,O,L,0.0,UP,3.493757616063263
168,1503,2020-09-15 00:00:00,C,L,-1.2074715901718633,DOWN,2.2862860258913997
169,1503,2020-09-15 00:00:00,O,S,0.0,DOWN,2.2862860258913997
170,1504,2020-09-16 00:00:00,C,S,0.9484377479631121,UP,1.3378482779282876
171,1504,2020-09-16 00:00:00,O,L,0.0,UP,1.3378482779282876
172,1507,2020-09-21 00:00:00,C,L,0.5323624218269032,DOWN,1.8702106997551908
173,1507,2020-09-21 00:00:00,O,S,0.0,DOWN,1.8702106997551908
174,1510,2020-09-24 00:00:00,C,S,-0.35491380165368014,UP,2.225124501408871
175,1510,2020-09-24 00:00:00,O,L,0.0,UP,2.225124501408871
176,1511,2020-09-25 00:00:00,C,L,0.6829708093862337,DOWN,2.9080953107951046
177,1511,2020-09-25 00:00:00,O,S,0.0,DOWN,2.9080953107951046
178,1514,2020-09-30 00:00:00,C,S,3.382234130998242,UP,-0.47413882020313736
179,1514,2020-09-30 00:00:00,O,L,0.0,UP,-0.47413882020313736
180,1515,2020-10-01 00:00:00,C,L,4.294095854136188,DOWN,3.8199570339330506
181,1515,2020-10-01 00:00:00,O,S,0.0,DOWN,3.8199570339330506
182,1518,2020-10-06 00:00:00,C,S,2.5296214002828066,UP,1.290335633650244
183,1518,2020-10-06 00:00:00,O,L,0.0,UP,1.290335633650244
184,1520,2020-10-08 00:00:00,C,L,-0.6284307224618573,DOWN,0.6619049111883868
185,1520,2020-10-08 00:00:00,O,S,0.0,DOWN,0.6619049111883868
186,1523,2020-10-13 00:00:00,C,S,-0.15735452611494338,UP,0.8192594373033302
187,1523,2020-10-13 00:00:00,O,L,0.0,UP,0.8192594373033302
188,1524,2020-10-14 00:00:00,C,L,3.1725617547156304,DOWN,3.9918211920189606
189,1524,2020-10-14 00:00:00,O,S,0.0,DOWN,3.9918211920189606
190,1526,2020-10-16 00:00:00,C,S,1.473703205591903,UP,2.5181179864270575
191,1526,2020-10-16 00:00:00,O,L,0.0,UP,2.5181179864270575
192,1527,2020-10-19 00:00:00,C,L,2.247954666382199,DOWN,4.766072652809257
193,1527,2020-10-19 00:00:00,O,S,0.0,DOWN,4.766072652809257
194,1528,2020-10-20 00:00:00,C,S,1.6583937090067025,UP,3.1076789438025543
195,1528,2020-10-20 00:00:00,O,L,0.0,UP,3.1076789438025543
196,1530,2020-10-22 00:00:00,C,L,-2.087979548347377,DOWN,1.0196993954551772
197,1530,2020-10-22 00:00:00,O,S,0.0,DOWN,1.0196993954551772
198,1531,2020-10-23 00:00:00,C,S,0.6338461480532231,UP,0.38585324740195404
199,1531,2020-10-23 00:00:00,O,L,0.0,UP,0.38585324740195404
200,1538,2020-11-03 00:00:00,C,L,9.867288123160634,DOWN,10.253141370562588
201,1538,2020-11-03 00:00:00,O,S,0.0,DOWN,10.253141370562588
202,1540,2020-11-05 00:00:00,C,S,-3.4112170047531833,UP,13.664358375315771
203,1540,2020-11-05 00:00:00,O,L,0.0,UP,13.664358375315771
204,1541,2020-11-06 00:00:00,C,L,-4.638151636601137,DOWN,9.026206738714635
205,1541,2020-11-06 00:00:00,O,S,0.0,DOWN,9.026206738714635
206,1542,2020-11-09 00:00:00,C,S,8.478734691375465,UP,0.5474720473391699
207,1542,2020-11-09 00:00:00,O,L,0.0,UP,0.5474720473391699
208,1543,2020-11-10 00:00:00,C,L,10.750415379187046,DOWN,11.297887426526216
209,1543,2020-11-10 00:00:00,O,S,0.0,DOWN,11.297887426526216
