t_stat,p_value,CI_1,CI_5,CI_10,i,j,i_sybl,j_sybl,i_sect,j_sect
-4.2820357576017924,0.002730530879400163,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,199,399,HAS,SWK,Consumer Discretionary,Consumer Discretionary
-4.2691621507676025,0.002858777562332687,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,151,385,EQT,SLB,Energy,Energy
-4.268657833341628,0.002863912723401394,-3.898686570951975,-3.3373828697681405,-3.045319569004833,242,450,JPM,WLTW,Financials,Financials
-4.268060788141917,0.002870003058315345,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,151,198,EQT,HAL,Energy,Energy
-4.2621962759956284,0.002930462969814141,-3.898689339402329,-3.33738441306477,-3.045320640043572,9,172,ADI,FIS,Information Technology,Information Technology
-4.261504289015772,0.0029376738068399677,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,187,227,GLW,INTC,Information Technology,Information Technology
-4.259718964253676,0.0029563532559213,-3.8987456919547054,-3.3374158269544307,-3.0453424410414778,96,434,CNC,VAR,Health Care,Health Care
-4.259013200001252,0.0029637676156647466,-3.897925619801207,-3.3369586135800056,-3.04502512797472,402,441,SYK,VRTX,Health Care,Health Care
-4.25781889831087,0.002976353274007832,-3.8980160533142936,-3.3370090393331684,-3.0450601253242686,75,370,CB,RJF,Financials,Financials
-4.256788355935388,0.002987252739942785,-3.8985166066743417,-3.3372881188117276,-3.0452538119091117,236,430,ITW,UPS,Industrials,Industrials
-4.251934596859957,0.0030390838835651873,-3.899352010435571,-3.337753781269728,-3.0455769720073045,221,450,ICE,WLTW,Financials,Financials
-4.248970144204193,0.003071145658359887,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,187,299,GLW,MSI,Information Technology,Information Technology
-4.246602804456712,0.0030969725475469088,-3.9020023232866623,-3.339230182524923,-3.0466014093865845,4,260,ABBV,LH,Health Care,Health Care
-4.240236407368572,0.0031674219658913427,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,89,218,CLX,HSY,Consumer Staples,Consumer Staples
-4.2377103334626405,0.003195781070588543,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,59,86,BDX,CI,Health Care,Health Care
-4.2359526028152485,0.003215651832760726,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,148,211,EOG,HP,Energy,Energy
-4.235688399344114,0.0032186483935603,-3.899352010435571,-3.337753781269728,-3.0455769720073045,40,221,AON,ICE,Financials,Financials
-4.235290913513169,0.0032231614605400844,-3.898323083286285,-3.337180227279298,-3.045178934083909,410,466,TJX,YUM,Consumer Discretionary,Consumer Discretionary
-4.2343333267652525,0.003234057824124888,-3.8982038920049225,-3.3371137730775944,-3.045132813564424,28,279,ALXN,MCK,Health Care,Health Care
-4.233166132889228,0.003247385079434831,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,86,402,CI,SYK,Health Care,Health Care
-4.231416516346236,0.0032674571012337346,-3.898323083286285,-3.337180227279298,-3.045178934083909,251,466,KMX,YUM,Consumer Discretionary,Consumer Discretionary
-4.23094288295715,0.003272910309678165,-3.898686570951975,-3.3373828697681405,-3.045319569004833,40,450,AON,WLTW,Financials,Financials
-4.227761989957875,0.003309750918394706,-3.898111295598144,-3.337062144711112,-3.0450969821365352,326,356,O,PSA,Real Estate,Real Estate
-4.222600841507525,0.0033703377981466717,-3.8985166066743417,-3.3372881188117276,-3.0452538119091117,31,430,AME,UPS,Industrials,Industrials
-4.216907905447279,0.0034383474250076727,-3.8981845053087554,-3.337102963905746,-3.0451253117420887,240,444,JNJ,WAT,Health Care,Health Care
-4.212742969229285,0.00348889850913135,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,200,245,HBAN,KEY,Financials,Financials
-4.210281749918492,0.0035190907510650937,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,318,373,NSC,ROK,Industrials,Industrials
-4.2061014651538144,0.0035709209442191634,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,89,403,CLX,SYY,Consumer Staples,Consumer Staples
-4.2050833391397,0.003583649992208445,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,187,419,GLW,TXN,Information Technology,Information Technology
-4.2041926227904165,0.0035948202252749275,-3.898141413983836,-3.337078937806219,-3.0451086370124614,5,367,ABC,REGN,Health Care,Health Care
-4.204035167149619,0.0035967981519643326,-3.898589985833011,-3.3373290266098814,-3.045282202010446,224,441,ILMN,VRTX,Health Care,Health Care
-4.203274227167132,0.0036063710038289616,-3.8991269623477622,-3.33762835075114,-3.0454899281270182,172,190,FIS,GOOGL,Information Technology,Information Technology
-4.202102195995703,0.003621161220691749,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,256,333,L,PBCT,Financials,Financials
-4.2003540893034526,0.0036433244765271392,-3.900463560912381,-3.3383731573773248,-3.0460067699688578,85,123,CHTR,DHI,Consumer Discretionary,Consumer Discretionary
-4.197754268627999,0.0036765162272611117,-3.898687031887025,-3.3373831267204817,-3.045319747328257,249,281,KMB,MDLZ,Consumer Staples,Consumer Staples
-4.192931606584726,0.0037388218548500243,-3.898589985833011,-3.3373290266098814,-3.045282202010446,224,444,ILMN,WAT,Health Care,Health Care
-4.191700502538716,0.0037548811938951858,-3.897954798186469,-3.3369748836327053,-3.0450364200268485,343,374,PH,ROP,Industrials,Industrials
-4.189996678577963,0.003777211284054289,-3.8986449589286223,-3.3373596726030224,-3.045303470278411,24,219,ALGN,HUM,Health Care,Health Care
-4.189685194096043,0.0037813066886553475,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,405,445,TAP,WBA,Consumer Staples,Consumer Staples
-4.188307579457893,0.003799468423481901,-3.8988003534305014,-3.3374462975498633,-3.045363587298757,310,419,NFLX,TXN,Information Technology,Information Technology
-4.179654843517061,0.0039153804985503785,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,87,370,CINF,RJF,Financials,Financials
-4.17924000698021,0.003921018140747131,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,214,396,HRB,STT,Financials,Financials
-4.176555183401208,0.0039576850287656624,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,218,338,HSY,PEP,Consumer Staples,Consumer Staples
-4.175812797752578,0.003967879103814587,-3.898389451093587,-3.3372172289345228,-3.0452046137519413,377,451,RSG,WM,Industrials,Industrials
-4.1723046739496805,0.004016376812191104,-3.898594214806654,-3.3373313841678867,-3.045283838155353,77,149,CCI,EQIX,Real Estate,Real Estate
-4.169585518280476,0.004054339984132265,-3.8983159869785644,-3.3371762708649024,-3.045176188268051,217,386,HST,SLG,Real Estate,Real Estate
-4.169110393939069,0.0040610069705585596,-3.8981884043032764,-3.337105137820118,-3.0451268204913777,113,332,CTXS,PAYX,Information Technology,Information Technology
-4.166892415861433,0.004092262719825493,-3.897953542124714,-3.3369741832481687,-3.04503593393321,270,383,M,SIG,Consumer Discretionary,Consumer Discretionary
-4.1638579179027735,0.004135381351287839,-3.8985542906902375,-3.337309127227293,-3.04526839181798,0,159,A,EW,Health Care,Health Care
-4.158875247664436,0.0042070844965323905,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,125,409,DIS,TIF,Consumer Discretionary,Consumer Discretionary
-4.155652079058633,0.00425407100399327,-3.8985166066743417,-3.3372881188117276,-3.0452538119091117,343,430,PH,UPS,Industrials,Industrials
-4.155307790798311,0.004259118195373641,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,266,313,LOW,NKE,Consumer Discretionary,Consumer Discretionary
-4.154309828490046,0.004273779043892671,-3.8979745372070402,-3.3369858901403697,-3.0450440589569157,379,399,SBUX,SWK,Consumer Discretionary,Consumer Discretionary
-4.1522040027364415,0.004304866711807862,-3.900956354400473,-3.33864767303616,-3.046197248872978,202,224,HCA,ILMN,Health Care,Health Care
-4.151199421103571,0.004319769718738735,-3.8978708839764673,-3.3369280920830686,-3.045003944786536,302,461,MU,XLNX,Information Technology,Information Technology
-4.149734782676416,0.004341582154065975,-3.899692774084477,-3.3379436868335546,-3.045708755822452,19,120,AIG,DFS,Financials,Financials
-4.147970363508446,0.004367992728552222,-3.898589985833011,-3.3373290266098814,-3.045282202010446,224,434,ILMN,VAR,Health Care,Health Care
-4.147297187380385,0.004378107729293354,-3.8980586811967983,-3.3370328080924128,-3.0450766216327203,146,223,EMN,IFF,Materials,Materials
-4.144707526102101,0.004417219190415763,-3.8982738930901073,-3.3371528019957637,-3.0451599004569245,251,410,KMX,TJX,Consumer Discretionary,Consumer Discretionary
-4.142508256676576,0.004450684846672532,-3.8985189718559337,-3.3372894373821436,-3.045254727002677,0,6,A,ABT,Health Care,Health Care
-4.142418229789732,0.0044520596792865215,-3.9006346158903065,-3.3384684507176643,-3.0460728923300997,76,320,CBOE,NTRS,Financials,Financials
-4.1393195351334935,0.004499617954807138,-3.8986449589286223,-3.3373596726030224,-3.045303470278411,24,411,ALGN,TMO,Health Care,Health Care
-4.1388863064298365,0.004506303905211761,-3.8991269623477622,-3.33762835075114,-3.0454899281270182,172,189,FIS,GOOG,Information Technology,Information Technology
-4.136381130380779,0.004545144035869795,-3.899692774084477,-3.3379436868335546,-3.045708755822452,120,174,DFS,FITB,Financials,Financials
-4.133843742547814,0.004584794776295041,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,101,434,COO,VAR,Health Care,Health Care
-4.128237530079759,0.004673522117164072,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,94,238,CMI,JBHT,Industrials,Industrials
-4.125357967817105,0.0047197020546205365,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,296,376,MRO,RRC,Energy,Energy
-4.122059578610506,0.0047731097909337675,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,240,434,JNJ,VAR,Health Care,Health Care
-4.1201130610045835,0.004804885859268529,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,151,211,EQT,HP,Energy,Energy
-4.114880628041509,0.0048912611783136295,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,72,253,CAG,KR,Consumer Staples,Consumer Staples
-4.114704829592896,0.00489418761489668,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,143,263,EFX,LMT,Industrials,Industrials
-4.114319475055721,0.0049006080177395935,-3.898698617051535,-3.3373895849596535,-3.0453242293061766,7,332,ACN,PAYX,Information Technology,Information Technology
-4.1117670324534865,0.004943328435596314,-3.8979333173747923,-3.336962905812201,-3.045028106954304,62,367,BIIB,REGN,Health Care,Health Care
-4.109892885961616,0.004974911843478217,-3.8985571517379594,-3.3373107222178082,-3.0452694987446516,195,283,GS,MET,Financials,Financials
