t_stat,p_value,CI_1,CI_5,CI_10,i,j,i_sybl,j_sybl,i_sect,j_sect
-5.50870594782486,1.7212544923353555e-05,-3.898689339402329,-3.33738441306477,-3.045320640043572,172,173,FIS,FISV,Information Technology,Information Technology
-5.503617035796398,1.762318430321997e-05,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,65,382,BLL,SHW,Materials,Materials
-5.465659284796878,2.0998935663838863e-05,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,214,448,HRB,WFC,Financials,Financials
-5.4585653381341706,2.169555359265577e-05,-3.902062288324325,-3.3392635710819745,-3.0466245741449733,372,469,RMD,ZTS,Health Care,Health Care
-5.3930797911838,2.927094055695025e-05,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,83,286,CHD,MKC,Consumer Staples,Consumer Staples
-5.347100358083562,3.6051051094323614e-05,-3.897909868239,-3.3369498303390746,-3.045019032050543,54,410,AZO,TJX,Consumer Discretionary,Consumer Discretionary
-5.340845910431417,3.7082716018279276e-05,-3.898323083286285,-3.337180227279298,-3.045178934083909,409,466,TIF,YUM,Consumer Discretionary,Consumer Discretionary
-5.320031272870555,4.0724607167709636e-05,-3.8991269623477622,-3.33762835075114,-3.0454899281270182,7,189,ACN,GOOG,Information Technology,Information Technology
-5.3187305736586055,4.096325793547514e-05,-3.8979333173747923,-3.336962905812201,-3.045028106954304,62,425,BIIB,UHS,Health Care,Health Care
-5.2873074453391125,4.715477462742449e-05,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,248,298,KLAC,MSFT,Information Technology,Information Technology
-5.2763507053262355,4.9517929745981796e-05,-3.898353684111386,-3.3371972880863177,-3.0451907745417737,227,440,INTC,VRSN,Information Technology,Information Technology
-5.272759428883802,5.031695497204159e-05,-3.899692774084477,-3.3379436868335546,-3.045708755822452,70,120,C,DFS,Financials,Financials
-5.260409522079488,5.316028557204893e-05,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,119,318,DE,NSC,Industrials,Industrials
-5.2491051734146525,5.5897633534981105e-05,-3.8991269623477622,-3.33762835075114,-3.0454899281270182,7,190,ACN,GOOGL,Information Technology,Information Technology
-5.2383333299698265,5.8631572264712026e-05,-3.898687031887025,-3.3373831267204817,-3.045319747328257,215,281,HRL,MDLZ,Consumer Staples,Consumer Staples
-5.235339001016453,5.941405316585167e-05,-3.898689339402329,-3.33738441306477,-3.045320640043572,11,172,ADP,FIS,Information Technology,Information Technology
-5.2154761490251085,6.486405841621721e-05,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,89,286,CLX,MKC,Consumer Staples,Consumer Staples
-5.215108127209055,6.496942605987596e-05,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,10,244,ADM,K,Consumer Staples,Consumer Staples
-5.182163874321466,7.509656762896071e-05,-3.8982738930901073,-3.3371528019957637,-3.0451599004569245,251,409,KMX,TIF,Consumer Discretionary,Consumer Discretionary
-5.15957081741117,8.289821621559652e-05,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,267,298,LRCX,MSFT,Information Technology,Information Technology
-5.103365777049665,0.00010581549812443209,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,277,409,MCD,TIF,Consumer Discretionary,Consumer Discretionary
-5.084396496590101,0.00011483441095480054,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,187,302,GLW,MU,Information Technology,Information Technology
-5.083828998394597,0.00011511522969894523,-3.8978708839764673,-3.3369280920830686,-3.045003944786536,419,461,TXN,XLNX,Information Technology,Information Technology
-5.07810793469296,0.00011798310776868079,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,370,415,RJF,TRV,Financials,Financials
-5.06859547755119,0.00012290320582102946,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,277,399,MCD,SWK,Consumer Discretionary,Consumer Discretionary
-5.068550037250843,0.00012292717235201804,-3.8981845053087554,-3.337102963905746,-3.0451253117420887,103,145,COST,EL,Consumer Staples,Consumer Staples
-5.0316611991673135,0.00014392824221880828,-3.8980697615514814,-3.3370389862969376,-3.0450809095019022,409,416,TIF,TSCO,Consumer Discretionary,Consumer Discretionary
-5.009801692235546,0.00015794399129425265,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,83,215,CHD,HRL,Consumer Staples,Consumer Staples
-5.008221966082917,0.00015900575345316348,-3.8979333173747923,-3.336962905812201,-3.045028106954304,62,80,BIIB,CERN,Health Care,Health Care
-4.99406930843621,0.00016882630055743152,-3.8978708839764673,-3.3369280920830686,-3.045003944786536,9,461,ADI,XLNX,Information Technology,Information Technology
-4.9706430968587965,0.000186363080131021,-3.8986449589286223,-3.3373596726030224,-3.045303470278411,24,427,ALGN,UNH,Health Care,Health Care
-4.945757055750835,0.00020688640094301093,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,3,267,AAPL,LRCX,Information Technology,Information Technology
-4.935055008283661,0.00021635805563339027,-3.8982638149788302,-3.3371471830313686,-3.0451560007872325,122,434,DGX,VAR,Health Care,Health Care
-4.929182092426819,0.0002217295308872753,-3.8986449589286223,-3.3373596726030224,-3.045303470278411,24,222,ALGN,IDXX,Health Care,Health Care
-4.921866604832548,0.00022859781026804922,-3.898689339402329,-3.33738441306477,-3.045320640043572,172,227,FIS,INTC,Information Technology,Information Technology
-4.915548474301661,0.00023469197137298642,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,343,373,PH,ROK,Industrials,Industrials
-4.8965547617008935,0.00025395549392758215,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,211,462,HP,XOM,Energy,Energy
-4.892412434363919,0.000258351619546575,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,399,409,SWK,TIF,Consumer Discretionary,Consumer Discretionary
-4.891833394173883,0.0002589718623906224,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,87,349,CINF,PNC,Financials,Financials
-4.8852367625170485,0.0002661384060736849,-3.8985189718559337,-3.3372894373821436,-3.045254727002677,0,346,A,PKI,Health Care,Health Care
-4.851634460377484,0.0003056605080147353,-3.8986449589286223,-3.3373596726030224,-3.045303470278411,0,24,A,ALGN,Health Care,Health Care
-4.850863487436089,0.00030662951949958776,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,349,370,PNC,RJF,Financials,Financials
-4.847622320222072,0.00031073518453071035,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,72,249,CAG,KMB,Consumer Staples,Consumer Staples
-4.846388100247009,0.00031231225633779927,-3.901256260078396,-3.338814715189549,-3.0463131508802097,161,465,EXPD,XYL,Industrials,Industrials
-4.843627900562644,0.0003158667041590707,-3.8981135941609035,-3.3370634263260595,-3.045097871614092,244,384,K,SJM,Consumer Staples,Consumer Staples
-4.837714762009366,0.00032361080331486287,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,8,248,ADBE,KLAC,Information Technology,Information Technology
-4.835639057452992,0.00032637163865917583,-3.8981817309425217,-3.3371014170346927,-3.045124238175758,216,425,HSIC,UHS,Health Care,Health Care
-4.827110783768292,0.00033795076855221775,-3.898730741670605,-3.337407492937369,-3.045336657308084,39,402,ANTM,SYK,Health Care,Health Care
-4.817279513185069,0.00035178166356192,-3.8980522474018753,-3.337029220714085,-3.0450741318769032,66,225,BMY,INCY,Health Care,Health Care
-4.811560555645071,0.0003600720273011687,-3.8985166066743417,-3.3372881188117276,-3.0452538119091117,143,430,EFX,UPS,Industrials,Industrials
-4.810756777289392,0.0003612519235073753,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,87,242,CINF,JPM,Financials,Financials
-4.803482169939196,0.000372098297199144,-3.898141413983836,-3.337078937806219,-3.0451086370124614,5,425,ABC,UHS,Health Care,Health Care
-4.794382993995514,0.0003860991111978605,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,80,425,CERN,UHS,Health Care,Health Care
-4.793645904239831,0.0003872548204531496,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,143,236,EFX,ITW,Industrials,Industrials
-4.789745260507375,0.0003934254515181961,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,13,267,ADSK,LRCX,Information Technology,Information Technology
-4.786887362409668,0.00039800540844878537,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,88,186,CL,GIS,Consumer Staples,Consumer Staples
-4.783535261603476,0.00040344160139245134,-3.8978551679843374,-3.336919328506436,-3.0449978624813236,99,211,COG,HP,Energy,Energy
-4.748677395468231,0.0004642894096501338,-3.8981753832667327,-3.3370978778293483,-3.045121781879747,365,370,RE,RJF,Financials,Financials
-4.7376309710133375,0.0004853145708821784,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,119,165,DE,FAST,Industrials,Industrials
-4.736153085195123,0.00048819471399192684,-3.897956476182038,-3.336975819288562,-3.0450370694076936,267,389,LRCX,SNPS,Information Technology,Information Technology
-4.735148746745847,0.0004901611927624744,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,6,346,ABT,PKI,Health Care,Health Care
-4.727457118678093,0.0005054709994648179,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,248,267,KLAC,LRCX,Information Technology,Information Technology
-4.715614739053412,0.0005299273720370684,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,86,101,CI,COO,Health Care,Health Care
-4.703538200799903,0.0005560135032107126,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,210,315,HON,NOC,Industrials,Industrials
-4.70290246831128,0.0005574197201537028,-3.898136143953264,-3.3370759994105184,-3.045106597686165,130,258,DLTR,LEG,Consumer Discretionary,Consumer Discretionary
-4.687594802392558,0.0005923089195305313,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,143,343,EFX,PH,Industrials,Industrials
-4.683813217919679,0.0006012393367746523,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,10,186,ADM,GIS,Consumer Staples,Consumer Staples
-4.68300543251844,0.0006031633293216378,-3.901974215813156,-3.3392145320294357,-3.0465905511358025,99,305,COG,NBL,Energy,Energy
-4.679758750175764,0.0006109549435695692,-3.8978708839764673,-3.3369280920830686,-3.045003944786536,29,461,AMAT,XLNX,Information Technology,Information Technology
-4.6753956644110515,0.0006215750970356762,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,277,375,MCD,ROST,Consumer Discretionary,Consumer Discretionary
-4.674899704267354,0.0006227932488355463,-3.8979745372070402,-3.3369858901403697,-3.0450440589569157,54,379,AZO,SBUX,Consumer Discretionary,Consumer Discretionary
-4.672558968241783,0.0006285728343018055,-3.8981523205832795,-3.3370850189498915,-3.04511285748811,124,372,DHR,RMD,Health Care,Health Care
-4.670967549269838,0.0006325310435864876,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,3,248,AAPL,KLAC,Information Technology,Information Technology
-4.652579748930962,0.0006799994284571309,-3.8979514533110406,-3.3369730185174884,-3.0450351255654806,62,185,BIIB,GILD,Health Care,Health Care
-4.641763285576722,0.0007094666125737249,-3.898136143953264,-3.3370759994105184,-3.045106597686165,130,435,DLTR,VFC,Consumer Discretionary,Consumer Discretionary
-4.639350370369922,0.000716201839951045,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,89,341,CLX,PG,Consumer Staples,Consumer Staples
-4.638364709859033,0.0007189703863270965,-3.8982738930901073,-3.3371528019957637,-3.0451599004569245,251,379,KMX,SBUX,Consumer Discretionary,Consumer Discretionary
-4.635272740625275,0.000727720581148137,-3.898314381634024,-3.3371753758335303,-3.0451755671015057,99,360,COG,PXD,Energy,Energy
-4.628824405070619,0.0007462921448741822,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,387,449,SNA,WHR,Consumer Discretionary,Consumer Discretionary
-4.62399600587967,0.0007604887031184554,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,109,318,CSX,NSC,Industrials,Industrials
-4.621398985029762,0.0007682290244238199,-3.8981845053087554,-3.337102963905746,-3.0451253117420887,89,145,CLX,EL,Consumer Staples,Consumer Staples
-4.6141963156636985,0.0007900851836893192,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,258,387,LEG,SNA,Consumer Discretionary,Consumer Discretionary
-4.612913761193608,0.0007940377440714848,-3.899415298780064,-3.337789053220134,-3.04560144905752,406,451,TDG,WM,Industrials,Industrials
-4.602836451887894,0.0008257459342249098,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,91,409,CMCSA,TIF,Consumer Discretionary,Consumer Discretionary
-4.6024849559709855,0.0008268730694552494,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,198,462,HAL,XOM,Energy,Energy
-4.5955753126345815,0.0008493253098541232,-3.9006346158903065,-3.3384684507176643,-3.0460728923300997,76,349,CBOE,PNC,Financials,Financials
-4.588099049424995,0.0008742621025730709,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,94,197,CMI,GWW,Industrials,Industrials
-4.581533301457937,0.0008967264398415886,-3.900413922387321,-3.3383455030799065,-3.0459875809584784,121,194,DG,GRMN,Consumer Discretionary,Consumer Discretionary
-4.581440830115226,0.0008970466549287533,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,9,332,ADI,PAYX,Information Technology,Information Technology
-4.568741800359561,0.0009420539169396745,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,238,343,JBHT,PH,Industrials,Industrials
-4.567908072729344,0.0009450815654267775,-3.898136143953264,-3.3370759994105184,-3.045106597686165,130,191,DLTR,GPC,Consumer Discretionary,Consumer Discretionary
-4.566504434070701,0.0009501994207700109,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,83,89,CHD,CLX,Consumer Staples,Consumer Staples
-4.566464950750545,0.0009503437569251064,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,89,103,CLX,COST,Consumer Staples,Consumer Staples
-4.562744015530297,0.0009640386257117033,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,29,419,AMAT,TXN,Information Technology,Information Technology
-4.562079178943375,0.0009665049273861854,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,109,119,CSX,DE,Industrials,Industrials
-4.559673766176386,0.000975477578663298,-3.8980697615514814,-3.3370389862969376,-3.0450809095019022,379,416,SBUX,TSCO,Consumer Discretionary,Consumer Discretionary
-4.5572325796554045,0.0009846633696526973,-3.8986449589286223,-3.3373596726030224,-3.045303470278411,24,234,ALGN,ISRG,Health Care,Health Care
-4.537802160904544,0.0010607172801279485,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,210,263,HON,LMT,Industrials,Industrials
-4.514367072595398,0.0011597518145960628,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,236,373,ITW,ROK,Industrials,Industrials
-4.512628447009115,0.0011674331529073704,-3.8981884043032764,-3.337105137820118,-3.0451268204913777,113,278,CTXS,MCHP,Information Technology,Information Technology
-4.496676046772769,0.0012401636376625788,-3.8986449589286223,-3.3373596726030224,-3.045303470278411,6,24,ABT,ALGN,Health Care,Health Care
-4.494539874742778,0.0012502179108371072,-3.898198793184741,-3.3371109302061943,-3.0451308405452826,154,233,ESS,IRM,Real Estate,Real Estate
-4.492832451873926,0.0012583088463176755,-3.8980270156677777,-3.3370151518348306,-3.045064367609285,26,87,ALL,CINF,Financials,Financials
-4.492595592468912,0.001259435099467882,-3.898136143953264,-3.3370759994105184,-3.045106597686165,130,199,DLTR,HAS,Consumer Discretionary,Consumer Discretionary
-4.478513870784703,0.0013281085431260926,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,72,252,CAG,KO,Consumer Staples,Consumer Staples
-4.477757862630416,0.0013318924286349833,-3.897954798186469,-3.3369748836327053,-3.0450364200268485,210,374,HON,ROP,Industrials,Industrials
-4.474174566183299,0.0013499642565897331,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,13,248,ADSK,KLAC,Information Technology,Information Technology
-4.470875793038327,0.0013668029777337074,-3.897909868239,-3.3369498303390746,-3.045019032050543,54,409,AZO,TIF,Consumer Discretionary,Consumer Discretionary
-4.467020017780569,0.0013867330272703698,-3.899415298780064,-3.337789053220134,-3.04560144905752,374,406,ROP,TDG,Industrials,Industrials
-4.4646326107635685,0.0013992086642561025,-3.898136143953264,-3.3370759994105184,-3.045106597686165,125,130,DIS,DLTR,Consumer Discretionary,Consumer Discretionary
-4.4557979853990215,0.0014462901467094085,-3.8980522474018753,-3.337029220714085,-3.0450741318769032,225,425,INCY,UHS,Health Care,Health Care
-4.454673962866674,0.001452384985408638,-3.899692774084477,-3.3379436868335546,-3.045708755822452,98,120,COF,DFS,Financials,Financials
-4.452520506070298,0.0014641286374662626,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,57,434,BAX,VAR,Health Care,Health Care
-4.450965236125219,0.0014726650651617698,-3.898353684111386,-3.3371972880863177,-3.0451907745417737,440,461,VRSN,XLNX,Information Technology,Information Technology
-4.45033761720916,0.0014761229898222047,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,186,252,GIS,KO,Consumer Staples,Consumer Staples
-4.44800208280014,0.001489057351999078,-3.8987283484725936,-3.3374061588480526,-3.04533573146132,340,396,PFG,STT,Financials,Financials
-4.443594877922528,0.0015137526391561845,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,191,409,GPC,TIF,Consumer Discretionary,Consumer Discretionary
-4.442520478266576,0.0015198304412711136,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,409,449,TIF,WHR,Consumer Discretionary,Consumer Discretionary
-4.441738612819176,0.0015242676672852726,-3.898136143953264,-3.3370759994105184,-3.045106597686165,130,410,DLTR,TJX,Consumer Discretionary,Consumer Discretionary
-4.440368508493218,0.0015320723401427631,-3.897925619801207,-3.3369586135800056,-3.04502512797472,101,441,COO,VRTX,Health Care,Health Care
-4.435996211036006,0.0015572281210923784,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,86,434,CI,VAR,Health Care,Health Care
-4.425480049674949,0.0016193143318441454,-3.898136143953264,-3.3370759994105184,-3.045106597686165,130,387,DLTR,SNA,Consumer Discretionary,Consumer Discretionary
-4.421114741799413,0.0016457563846385007,-3.898111295598144,-3.337062144711112,-3.0450969821365352,154,326,ESS,O,Real Estate,Real Estate
-4.420557047997104,0.001649163279136983,-3.899352010435571,-3.337753781269728,-3.0455769720073045,221,288,ICE,MMC,Financials,Financials
-4.420426131808894,0.0016499639823097795,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,277,410,MCD,TJX,Consumer Discretionary,Consumer Discretionary
-4.399751873974485,0.0017810438405253606,-3.897954798186469,-3.3369748836327053,-3.0450364200268485,131,374,DOV,ROP,Industrials,Industrials
-4.398013627532927,0.0017924943178478578,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,143,210,EFX,HON,Industrials,Industrials
-4.393235103020063,0.0018243253731125234,-3.897954798186469,-3.3369748836327053,-3.0450364200268485,318,374,NSC,ROP,Industrials,Industrials
-4.389520482714904,0.0018494310358767828,-3.898198793184741,-3.3371109302061943,-3.0451308405452826,233,424,IRM,UDR,Real Estate,Real Estate
-4.3871801511579465,0.0018654126441523566,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,204,462,HES,XOM,Energy,Energy
-4.385210819617785,0.001878959949364128,-3.898198793184741,-3.3371109302061943,-3.0451308405452826,233,356,IRM,PSA,Real Estate,Real Estate
-4.383629697705471,0.0018899027025660407,-3.8999157545953262,-3.3380679401663658,-3.0457949785659335,16,51,AES,AWK,Utilities,Utilities
-4.380662673785064,0.0019105968260933997,-3.898136143953264,-3.3370759994105184,-3.045106597686165,130,409,DLTR,TIF,Consumer Discretionary,Consumer Discretionary
-4.380009645657573,0.001915179634488802,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,33,101,AMGN,COO,Health Care,Health Care
-4.377336636405183,0.0019340446984792304,-3.8982535466716985,-3.3371414580042758,-3.0451520275044786,316,376,NOV,RRC,Energy,Energy
-4.3715239584455485,0.001975664590543355,-3.898050350902796,-3.337028163255801,-3.0450733979666142,47,278,ATVI,MCHP,Information Technology,Information Technology
-4.371044129929174,0.0019791370906160387,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,349,415,PNC,TRV,Financials,Financials
-4.370359180445557,0.0019841038459606475,-3.8981753832667327,-3.3370978778293483,-3.045121781879747,349,365,PNC,RE,Financials,Financials
-4.369915455017994,0.001987327583772192,-3.8986449589286223,-3.3373596726030224,-3.045303470278411,24,124,ALGN,DHR,Health Care,Health Care
-4.3686504070124,0.0019965450343345267,-3.8985189718559337,-3.3372894373821436,-3.045254727002677,0,301,A,MTD,Health Care,Health Care
-4.368373850695098,0.0019985653622857907,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,402,434,SYK,VAR,Health Care,Health Care
-4.367232459809831,0.002006923632529417,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,10,88,ADM,CL,Consumer Staples,Consumer Staples
-4.365894567259858,0.002016762096474318,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,125,410,DIS,TJX,Consumer Discretionary,Consumer Discretionary
-4.3621425326562,0.002044592368328202,-3.898198793184741,-3.3371109302061943,-3.0451308405452826,48,233,AVB,IRM,Real Estate,Real Estate
-4.359041723884527,0.002067860324135971,-3.897925619801207,-3.3369586135800056,-3.04502512797472,57,441,BAX,VRTX,Health Care,Health Care
-4.354903840705749,0.002099292439468508,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,299,302,MSI,MU,Information Technology,Information Technology
-4.352810798154912,0.002115359535812016,-3.8987456919547054,-3.3374158269544307,-3.0453424410414778,96,402,CNC,SYK,Health Care,Health Care
-4.351340721001804,0.0021267124716462566,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,409,410,TIF,TJX,Consumer Discretionary,Consumer Discretionary
-4.347514375754476,0.0021565271442009625,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,399,410,SWK,TJX,Consumer Discretionary,Consumer Discretionary
-4.344649923893764,0.0021790995166418325,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,72,186,CAG,GIS,Consumer Staples,Consumer Staples
-4.338518511723632,0.002228152911135648,-3.8979745372070402,-3.3369858901403697,-3.0450440589569157,379,410,SBUX,TJX,Consumer Discretionary,Consumer Discretionary
-4.3292715321941255,0.002304066858384993,-3.897921199474541,-3.3369561487631434,-3.0450234172930437,222,411,IDXX,TMO,Health Care,Health Care
-4.3243485245292215,0.0023454515353248176,-3.898730741670605,-3.337407492937369,-3.045336657308084,39,434,ANTM,VAR,Health Care,Health Care
-4.316042376235519,0.002416836977930773,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,143,315,EFX,NOC,Industrials,Industrials
-4.315724020644625,0.002419612549324007,-3.8986449589286223,-3.3373596726030224,-3.045303470278411,24,372,ALGN,RMD,Health Care,Health Care
-4.311861504225849,0.0024535231740352497,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,199,387,HAS,SNA,Consumer Discretionary,Consumer Discretionary
-4.31127391407606,0.002458720171653074,-3.8978562660151863,-3.3369199407937367,-3.0449982874357415,107,227,CSCO,INTC,Information Technology,Information Technology
-4.310406232644496,0.0024664130575812572,-3.902262556076199,-3.33937507513264,-3.0467019340428503,101,231,COO,IQV,Health Care,Health Care
-4.308690868625333,0.002481686972058002,-3.8985189718559337,-3.3372894373821436,-3.045254727002677,0,441,A,VRTX,Health Care,Health Care
-4.3053311563111505,0.0025118558338461327,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,227,332,INTC,PAYX,Information Technology,Information Technology
-4.3051087675579645,0.00251386469519316,-3.8981135941609035,-3.3370634263260595,-3.045097871614092,280,342,MCO,PGR,Financials,Financials
-4.302729460982172,0.002535450245310174,-3.902062288324325,-3.3392635710819745,-3.0466245741449733,6,469,ABT,ZTS,Health Care,Health Care
-4.301930893555821,0.0025427332737666137,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,152,447,ES,WEC,Utilities,Utilities
-4.298775315533793,0.0025717018346196174,-3.8982038920049225,-3.3371137730775944,-3.045132813564424,28,62,ALXN,BIIB,Health Care,Health Care
-4.2976827243728755,0.0025818027219665397,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,72,88,CAG,CL,Consumer Staples,Consumer Staples
-4.296926473175984,0.0025888156093204296,-3.898189801028464,-3.3371059165742563,-3.045127360965509,205,468,HIG,ZION,Financials,Financials
-4.2963804954708085,0.002593889504770232,-3.8991269623477622,-3.33762835075114,-3.0454899281270182,106,189,CRM,GOOG,Information Technology,Information Technology
-4.293574256734429,0.00262011361319488,-3.8992891331174095,-3.3377187376110764,-3.0455526532478423,162,258,EXPE,LEG,Consumer Discretionary,Consumer Discretionary
-4.293022016588878,0.002625302975992104,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,214,300,HRB,MTB,Financials,Financials
-4.291992073660488,0.002635006619537833,-3.9003753675876047,-3.33832402334202,-3.0459726763496486,406,439,TDG,VRSK,Industrials,Industrials
-4.2908188043784525,0.0026461009243686946,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,31,165,AME,FAST,Industrials,Industrials
-4.2902974717407885,0.00265104440090542,-3.898686570951975,-3.3373828697681405,-3.045319569004833,87,450,CINF,WLTW,Financials,Financials
-4.28757987171086,0.0026769519502645163,-3.8980160533142936,-3.3370090393331684,-3.0450601253242686,75,415,CB,TRV,Financials,Financials
-4.285323911762472,0.0026986357203480963,-3.8984794825801634,-3.3372674222720744,-3.0452394483965897,241,302,JNPR,MU,Information Technology,Information Technology
-4.284990259782838,0.0027018564199152288,-3.8978502478420163,-3.3369165849187805,-3.0449959583098734,143,373,EFX,ROK,Industrials,Industrials
-4.283823570273798,0.002713146207828668,-3.8979745372070402,-3.3369858901403697,-3.0450440589569157,379,409,SBUX,TIF,Consumer Discretionary,Consumer Discretionary
-4.283611881819788,0.002715199324654211,-3.8985189718559337,-3.3372894373821436,-3.045254727002677,0,222,A,IDXX,Health Care,Health Care
