,day_index,date,open_close,L/S,profit,trend_predicted,combo_price
0,-1,-,-,-,0.0,-,0.0
1,2732,2016-09-30 00:00:00,O,S,0.0,DOWN,40.99327947009537
2,2757,2016-11-04 00:00:00,C,S,14.286222807158651,UP,26.707056662936722
3,2757,2016-11-04 00:00:00,O,L,0.0,UP,26.707056662936722
4,2883,2017-05-09 00:00:00,C,L,15.446553859791493,DOWN,42.153610522728215
5,2883,2017-05-09 00:00:00,O,S,0.0,DOWN,42.153610522728215
6,2915,2017-06-23 00:00:00,C,S,5.691263980670598,UP,36.46234654205762
7,2915,2017-06-23 00:00:00,O,L,0.0,UP,36.46234654205762
8,2945,2017-08-07 00:00:00,C,L,4.388131452999815,DOWN,40.85047799505743
9,2945,2017-08-07 00:00:00,O,S,0.0,DOWN,40.85047799505743
10,2962,2017-08-30 00:00:00,C,S,2.4529274363510893,UP,38.39755055870634
11,2962,2017-08-30 00:00:00,O,L,0.0,UP,38.39755055870634
12,2969,2017-09-11 00:00:00,C,L,2.1936829502441952,DOWN,40.59123350895054
13,2969,2017-09-11 00:00:00,O,S,0.0,DOWN,40.59123350895054
14,2978,2017-09-22 00:00:00,C,S,1.6358516687745492,UP,38.95538184017599
15,2978,2017-09-22 00:00:00,O,L,0.0,UP,38.95538184017599
16,2993,2017-10-13 00:00:00,C,L,1.4437325405015429,DOWN,40.39911438067753
17,2993,2017-10-13 00:00:00,O,S,0.0,DOWN,40.39911438067753
18,3392,2019-05-17 00:00:00,C,S,0.07717505802241931,UP,40.32193932265511
19,3392,2019-05-17 00:00:00,O,L,0.0,UP,40.32193932265511
20,3482,2019-09-25 00:00:00,C,L,0.3189373317138404,DOWN,40.64087665436895
21,3482,2019-09-25 00:00:00,O,S,0.0,DOWN,40.64087665436895
22,3488,2019-10-03 00:00:00,C,S,7.686664986100993,UP,32.95421166826796
23,3488,2019-10-03 00:00:00,O,L,0.0,UP,32.95421166826796
